2024-08-14 16:29:32 | main_v1.py | <module> | 15 | ERROR - llllll
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039095
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fba0a5038c8>
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039095 with messages: [None, None]
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039096
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fba0a5038c8>
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039096 with messages: [None, None]
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039097
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fba0a5038c8>
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 115 | ERROR - ValueError for task ID 10039097
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039097 with messages: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 90 | WARNING - Task 10039097 has issues: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 129 | DEBUG - combined_ad: [], combined_msgs: ['任务10039095已经通知管理员进行审批，无需重复申请。', '任务10039096已经通知管理员进行审批，无需重复申请。', '任务10039097存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n']
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 265 | DEBUG - combined_msgs: ['任务10039095已经通知管理员进行审批，无需重复申请。', '任务10039096已经通知管理员进行审批，无需重复申请。', '任务10039097存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: None
2024-08-15 14:16:56 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-15 14:16:56 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-15 14:16:56 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 147 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037409
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | INFO - -------> getData: {"tasks_id":["10037409"]}
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 263 | DEBUG - ---------------
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10037409
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fba0a5038c8>
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10037409 with messages: [None, None]
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 72 | INFO - Task 10037409 passed the check.
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 129 | DEBUG - combined_ad: ['任务10037409已通过规则检测，请进行审批。'], combined_msgs: ['任务10037409通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n']
2024-08-15 14:17:02 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 265 | DEBUG - combined_msgs: ['任务10037409通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: 任务10037409已通过规则检测，请进行审批。
2024-08-15 14:18:00 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:18:47 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:27:38 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:27:38 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:27:38 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:27:38 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 你好
2024-08-15 14:27:38 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 你好
2024-08-15 14:27:38 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 你好
2024-08-15 14:27:47 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 394 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 14:27:47 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 394 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 14:27:47 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 394 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 14:37:35 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:37:35 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 你好
2024-08-15 14:37:45 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 394 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 14:38:08 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 14:38:08 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 10037409审批通过
2024-08-15 14:38:20 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 394 | ERROR - JSON decode error: Expecting ',' delimiter: line 4 column 1 (char 51)
2024-08-15 15:10:26 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 15:10:26 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 10037409审批通过
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 354 | DEBUG - 解析消息结果: tasks_id=['10037409'], category=accept
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | pendApprovalList | 177 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 请求审批任务: ['10037409'], 审批状态: 通过
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | pendApprovalList | 212 | DEBUG - 任务 10037409 关联的用户ID: ['16bd52abceae57867cfaa7e4bb9adab4']
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | pendApprovalList | 219 | INFO - 任务 10037409 已审批通过。
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | printAprroval | 247 | DEBUG - 生成输出，用户任务状态: {'16bd52abceae57867cfaa7e4bb9adab4': {'10037409': '通过'}}
2024-08-15 15:10:37 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 380 | INFO - 管理员 1730846d950e0a5709ac2ea44138df09 批准通过任务: ['10037409']
2024-08-15 15:11:01 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 15:11:01 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 查看任务10037409
2024-08-15 15:11:12 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 354 | DEBUG - 解析消息结果: tasks_id=['10037409'], category=view
2024-08-15 15:11:12 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10037409
2024-08-15 15:11:12 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 93 | INFO - 任务ID 10037409 不是待审批任务。
2024-08-15 15:11:30 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 15:11:30 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 342 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 查看任务
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 354 | DEBUG - 解析消息结果: tasks_id=[], category=view
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewTopk | 109 | DEBUG - 检查前 3 个待审批任务信息
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10039094
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 93 | INFO - 任务ID 10039094 不是待审批任务。
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10037288
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 96 | INFO - 任务信息: 开发者: op_leidy
任务ID: 10037288
任务类型: 53
任务名称: dwd_pty_check_impala_cnt_3_1705475684894
2024-08-15 15:11:39 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10039093
2024-08-15 15:11:40 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 93 | INFO - 任务ID 10039093 不是待审批任务。
2024-08-15 15:11:40 | /home/hezp1/AI/app_weichat/admin_interact.py | viewTopk | 126 | INFO - 显示了待审批队列中前 3 个任务的信息。
2024-08-15 15:14:12 | main_v1.py | <module> | 28 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 15:14:12 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 343 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: 查看任务
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 355 | DEBUG - 解析消息结果: tasks_id=[], category=view
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewTopk | 109 | DEBUG - 检查前 3 个待审批任务信息
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewTopk | 113 | DEBUG - tasks_id=['10039094', '10037288', '10039093', '10039092', '10038560', '10039095', '10039096']
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10039094
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 93 | INFO - 任务ID 10039094 不是待审批任务。
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10037288
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 96 | INFO - 任务信息: 开发者: op_leidy
任务ID: 10037288
任务类型: 53
任务名称: dwd_pty_check_impala_cnt_3_1705475684894
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 77 | DEBUG - 检查任务信息，任务ID: 10039093
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 93 | INFO - 任务ID 10039093 不是待审批任务。
2024-08-15 15:14:21 | /home/hezp1/AI/app_weichat/admin_interact.py | viewTopk | 127 | INFO - 显示了待审批队列中前 3 个任务的信息。
2024-08-15 16:28:50 | main_v1.py | <module> | 35 | DEBUG - 处理键 msg_1730846d950e0a5709ac2ea44138df09 对应的用户ID: 1730846d950e0a5709ac2ea44138df09
2024-08-15 16:28:50 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 349 | DEBUG - 管理员 1730846d950e0a5709ac2ea44138df09 收到消息: hi
2024-08-15 16:29:01 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 401 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 16:29:51 | main_v1.py | <module> | 35 | DEBUG - 处理键 msg_17369c736ab9e12dd4c5fb94e338ff78 对应的用户ID: 17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 16:29:51 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | DEBUG - Processing key: msg_17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 16:29:51 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 153 | INFO - User msg_17369c736ab9e12dd4c5fb94e338ff78 said: 你好
2024-08-15 16:29:59 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 155 | INFO - -------> getData: 您好，小智在此为您服务！为了更快地处理您的调度审批请求，请您提供任务编号，以便我们迅速定位到具体任务。任务编号是由数字组成的，请您核对后告诉我。如果您不确定如何查找任务编号，也可以描述一下任务的详细情况，我会尽量帮助您。请告诉我任务编号是多少呢？
2024-08-15 16:29:59 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 277 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-16 10:57:58 | main_v1.py | main | 47 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 10:57:58 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 10:57:58 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037409
2024-08-16 10:58:05 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10037409"]}
2024-08-16 10:58:05 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 10:58:05 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10037409
2024-08-16 10:58:05 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 284 | ERROR - Unexpected error: No connection adapters were found for '"http://dispatcher.k8stest.axzq.com.cn"/api/v1/task-approval/approval/waiting'
2024-08-16 10:59:02 | main_v1.py | main | 47 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 10:59:02 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 10:59:02 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037409
2024-08-16 10:59:09 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10037409"]}
2024-08-16 10:59:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 10:59:09 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10037409
2024-08-16 10:59:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 280 | ERROR - LoginException: 登陆失败，请重新授权！！！
2024-08-16 11:05:15 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:05:15 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:05:15 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037409
2024-08-16 11:05:21 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10037409"]}
2024-08-16 11:05:21 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 11:05:21 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10037409
2024-08-16 11:05:21 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 280 | ERROR - LoginException: 登陆失败，请重新授权！！！
2024-08-16 11:05:42 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:05:42 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:05:42 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 你好
2024-08-16 11:05:50 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: 您好，小智在此为您服务！为了更快地处理您的调度审批请求，请您提供任务编号，以便我们迅速定位到具体任务。任务编号是由数字组成的，请您核对后告诉我。如果您不确定如何查找任务编号，也可以描述一下任务的详细情况，我会尽量帮助您。请告诉我任务编号是多少呢？
2024-08-16 11:05:50 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 265 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-16 11:06:28 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:06:28 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:06:28 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批任务10039095
2024-08-16 11:06:35 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10039095"]}
2024-08-16 11:06:35 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 11:06:35 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10039095
2024-08-16 11:06:35 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 280 | ERROR - LoginException: 登陆失败，请重新授权！！！
2024-08-16 11:09:58 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:09:58 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:09:58 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批任务10039095
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10039095"]}
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10039095
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 106 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7f8c2f6092f0>
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 55 | DEBUG - Processing task_id: 10039095 with messages: [None, None]
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 123 | DEBUG - combined_ad: [], combined_msgs: ['任务10039095已经通知管理员进行审批，无需重复申请。', '请解决以上存在的问题后再做尝试。\n']
2024-08-16 11:10:05 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 259 | DEBUG - combined_msgs: ['任务10039095已经通知管理员进行审批，无需重复申请。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: None
2024-08-16 11:10:24 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:10:24 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:10:24 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037409
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10037409"]}
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10037409
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 106 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7f8c2f6092f0>
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 109 | ERROR - ValueError for task ID 10037409
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 55 | DEBUG - Processing task_id: 10037409 with messages: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 84 | WARNING - Task 10037409 has issues: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 123 | DEBUG - combined_ad: [], combined_msgs: ['任务10037409存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n']
2024-08-16 11:10:30 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 259 | DEBUG - combined_msgs: ['任务10037409存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: None
2024-08-16 11:10:51 | main_v1.py | main | 44 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:10:51 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-16 11:10:51 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 141 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 审批10037258
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | INFO - -------> getData: {"tasks_id":["10037258"]}
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 257 | DEBUG - ---------------
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 104 | DEBUG - Checking ID: 10037258
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 106 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7f8c2f6092f0>
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 55 | DEBUG - Processing task_id: 10037258 with messages: [None, None]
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 66 | INFO - Task 10037258 passed the check.
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 123 | DEBUG - combined_ad: ['任务10037258已通过规则检测，请进行审批。'], combined_msgs: ['任务10037258通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n']
2024-08-16 11:10:57 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 259 | DEBUG - combined_msgs: ['任务10037258通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: 任务10037258已通过规则检测，请进行审批。
2024-08-16 11:11:50 | main_v1.py | main | 44 | DEBUG - 处理键 msg_17a755177f4ad1f1d99bf8042cfbb74a 对应的用户ID: 17a755177f4ad1f1d99bf8042cfbb74a
2024-08-16 11:11:50 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 337 | DEBUG - 管理员 17a755177f4ad1f1d99bf8042cfbb74a 收到消息: 你好
2024-08-16 11:12:00 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 389 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-16 11:12:18 | main_v1.py | main | 44 | DEBUG - 处理键 msg_17a755177f4ad1f1d99bf8042cfbb74a 对应的用户ID: 17a755177f4ad1f1d99bf8042cfbb74a
2024-08-16 11:12:18 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 337 | DEBUG - 管理员 17a755177f4ad1f1d99bf8042cfbb74a 收到消息: 查看任务10037409
2024-08-16 11:12:29 | /home/hezp1/AI/app_weichat/admin_interact.py | adminInteract | 349 | DEBUG - 解析消息结果: tasks_id=['10037409'], category=view
2024-08-16 11:12:29 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 71 | DEBUG - 检查任务信息，任务ID: 10037409
2024-08-16 11:12:29 | /home/hezp1/AI/app_weichat/admin_interact.py | viewInfo | 87 | INFO - 任务ID 10037409 不是待审批任务。
